Observation,Region,Country,Latitude,Longitude,GC,MAT,MAP,Biomes,Biomes_Detail,Sand,Silt,Clay,Magnitude1,Magnitude2,Magnitude3,LUC,LUC_Detail,Duration,Depth,pH_C,pH_T,RR_pH,pH,pH_var,Csoil,Csoil_var,Nsoil,Nsoil_var,CNsoil,CNsoil_var,Nmin,Nmin_var,Nfixation,Nfixation_var,Nitrification,Nitrification_var,Denitrification,Denitrification_var,Meth,Meth_var,MicrobialBiomass,MicrobialBiomass_var,MicrobialBiomass_Detail,Respiration,Respiration_var,Respiration_Detail,MicrobialGroup,MicrobialGroup1,MicrobialGroup_Detail,OTU,OTU_var,Chao,Chao_var,ACE,ACE_var,Shannon,Shannon_var,BG,BG_var,AG,AG_var,NAG,NAG_var,LAP,LAP_var,AP,AP_var,CEL,CEL_var,XYL,XYL_var,PO,PO_var,PER,PER_var,Urease,Urease_var,Invertase, Invertase_var,EnzymeMethod,EnzymeTem
218,,,33.73333333,-117.7,N,17.0,325.0,Grassland,California annual grassland,,,,6.0,,,,,5.0,Forest floor,,,,,,,,,,,,,,,,,,,,,,,,,0.276527586,0.043299049,lab,Fungi,Fungi,Fungi,-0.080042708,0.013959074,,,,,-0.099318201,0.001861384,0.1334075,0.010773239,0.067868644,0.046988729,0.087891271,0.030761843,0.458027438,0.084912594,0.201256478,0.011824499,0.161800576,0.023143072,0.122487368,0.009168271,0.11026178,0.036824901,-0.096014653,0.170217286,,,,,Microplates,Unknow
219,New Mexico,USA,34.3175,-106.69,PPT-,13.3,242.0,Grassland,Desert Grassland,,,,50.0,,,,,3.0,0–10,8.75675,8.64902,-0.012378812,-0.10773,8.19775e-05,,,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.024690558,0.002070381,,,,,-0.017653757,3.69666e-05,0.0,0.222222222,,,-0.161655608,0.034605322,,,-0.123619044,0.036943411,0.13105551,0.061276665,,,,,,,,,,,Microplates,35
220,,,34.3175,-106.69,PPT-,13.3,242.0,Grassland,Desert Grassland,,,,50.0,,,,,3.0,0–10,8.75675,8.64902,-0.012378812,-0.10773,8.19775e-05,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.106639353,0.013513584,,,,,0.036988382,0.002175747,0.0,0.222222222,,,-0.161655608,0.034605322,,,-0.123619044,0.036943411,0.13105551,0.061276665,,,,,,,,,,,Microplates,35
221,New Mexico,USA,34.3175,-106.69,PPT-,13.3,242.0,Grassland,Shortgrass Grassland,,,,50.0,,,,,3.0,0–10,8.45216,8.5222,0.008252493,0.07004,0.000438234,,,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.02352848,0.001695929,,,,,-0.002037806,5.51068e-05,0.039217375,0.045917343,,,0.241123472,0.07857988,,,0.294235818,0.069613563,0.119887011,0.036664122,,,,,,,,,,,Microplates,35
222,,,34.3175,-106.69,PPT-,13.3,242.0,Grassland,Shortgrass Grassland,,,,50.0,,,,,3.0,0–10,8.45216,8.5222,0.008252493,0.07004,0.000438234,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.062216712,0.008809993,,,,,-0.084909823,0.001064762,0.039217375,0.045917343,,,0.241123472,0.07857988,,,0.294235818,0.069613563,0.119887011,0.036664122,,,,,,,,,,,Microplates,35
223,Colorado,USA,40.832,-104.759,PPT-,8.6,342.0,Grassland,Shortgrass Grassland,,,,50.0,,,,,2.0,0–10,6.19543,6.17637,-0.003081203,-0.01906,0.001053556,,,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.01912908,0.009676188,,,,,0.040087308,0.003458442,0.338324892,0.045185372,,,0.182240714,0.014835902,,,0.046884768,0.011365034,0.697998062,0.192476101,,,,,,,,,,,Microplates,35
224,,,40.832,-104.759,PPT-,8.6,342.0,Grassland,Shortgrass Grassland,,,,50.0,,,,,2.0,0–10,6.19543,6.17637,-0.003081203,-0.01906,0.001053556,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.112523586,0.00691116,,,,,0.028891651,0.000939229,0.338324892,0.045185372,,,0.182240714,0.014835902,,,0.046884768,0.011365034,0.697998062,0.192476101,,,,,,,,,,,Microplates,35
225,Wyoming,USA,41.1624,-104.828,PPT-,7.6,384.0,Grassland,Mixed Grassland,,,,50.0,,,,,2.0,0–10,7.09826,7.07931,-0.002673238,-0.01895,0.000860896,,,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.018899723,0.000604035,,,,,0.002033661,2.07042e-05,-0.235568077,0.021185716,,,-0.242033864,0.02266701,,,-0.242540493,0.018238101,-0.390870054,0.042082414,,,,,,,,,,,Microplates,35
226,,,41.1624,-104.828,PPT-,7.6,384.0,Grassland,Mixed Grassland,,,,50.0,,,,,2.0,0–10,7.09826,7.07931,-0.002673238,-0.01895,0.000860896,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.134606354,0.003432352,,,,,0.043997113,0.004054684,-0.235568077,0.021185716,,,-0.242033864,0.02266701,,,-0.242540493,0.018238101,-0.390870054,0.042082414,,,,,,,,,,,Microplates,35
227,Kansas,USA,39.0443,-99.1034,PPT-,12.0,577.0,Grassland,Mixed Grassland,,,,50.0,,,,,2.0,0–10,7.16651,7.23677,0.009756188,0.07026,0.000542785,,,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.004743268,0.001563295,,,,,-0.00511197,0.000228556,-0.028989056,0.003132952,,,-0.127800189,0.013728731,,,-0.136886242,0.009732731,0.044787921,0.019306808,,,,,,,,,,,Microplates,35
228,,,39.0443,-99.1034,PPT-,12.0,577.0,Grassland,Mixed Grassland,,,,50.0,,,,,2.0,0–10,7.16651,7.23677,0.009756188,0.07026,0.000542785,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.038093069,0.008321284,,,,,0.056923552,0.002413688,-0.028989056,0.003132952,,,-0.127800189,0.013728731,,,-0.136886242,0.009732731,0.044787921,0.019306808,,,,,,,,,,,Microplates,35
229,Kansas,USA,39.0588,-96.4828,PPT-,12.9,860.0,Grassland,Tallgrass  Grassland,,,,50.0,,,,,2.0,0–10,6.31218,6.45342,0.022129123,0.14124,0.00013782,,,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.03338469,0.000765164,,,,,-0.005772327,7.87526e-05,0.047630356,0.006199389,,,0.033129388,0.022124978,,,-0.015929299,0.017621934,0.230078214,0.007924077,,,,,,,,,,,Microplates,35
230,,,39.0588,-96.4828,PPT-,12.9,860.0,Grassland,Tallgrass  Grassland,,,,50.0,,,,,2.0,0–10,6.31218,6.45342,0.022129123,0.14124,0.00013782,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.015296243,0.009005366,,,,,0.03905332,0.033736245,0.047630356,0.006199389,,,0.033129388,0.022124978,,,-0.015929299,0.017621934,0.230078214,0.007924077,,,,,,,,,,,Microplates,35
231,New South Wales,Australia,-33.61111111,150.7406944,PPT-,17.0,800.0,Grassland,Australian grassland,84.4,7.4,9.2,50.0,,,,,3.0,0–10,6.54045,6.34432,-0.030446046,-0.19613,0.000565657,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.037780963,0.003192354,,,,,0.053405888,0.003313129,0.241162937,0.009539445,,,0.229842273,0.021140557,,,0.128721197,0.008256365,0.485596332,0.204511723,,,,,,,,,,,Microplates,35
232,,,-33.61111111,150.7406944,PPT-,17.0,800.0,Grassland,Australian grassland,84.4,7.4,9.2,50.0,,,,,3.0,0–10,6.54045,6.34432,-0.030446046,-0.19613,0.000565657,,,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.031273784,0.00059008,,,,,-0.003116228,9.58321e-05,0.241162937,0.009539445,,,0.229842273,0.021140557,,,0.128721197,0.008256365,0.485596332,0.204511723,,,,,,,,,,,Microplates,35
233,Colorado,USA,40.05,-105.5833333,N,-3.7,390.0,Grassland,Alpine dry meadow,,,,10.0,,,,,21.0,0–10,5.76,5.18,-0.106132418,-0.58,0.00144176,-0.029462997,0.012264789,-0.081011043,0.011508885,0.051548046,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.094666884,0.0048832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,40.05,-105.5833333,P,-3.7,390.0,Grassland,Alpine dry meadow,,,,2.0,,,,,21.0,0–10,5.76,5.65,-0.01928193,-0.11,0.000377234,0.081731162,0.052516644,0.042075564,0.047687215,0.039655598,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.026730493,0.001200739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,40.05,-105.5833333,N_P,-3.7,390.0,Grassland,Alpine dry meadow,,,,10.0,2.0,,,,21.0,0–10,5.76,5.16,-0.110000895,-0.6,0.000605074,-0.154021652,0.017103438,-0.14739846,0.013136168,-0.006623192,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.026475187,0.000215874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,40.05,-105.5833333,N,-3.7,390.0,Grassland,Alpine moist meadow,,,,10.0,,,,,21.0,0–10,5.26,4.81,-0.089433943,-0.45,0.000517035,0.431644215,0.027391236,0.365823639,0.020237271,0.065820576,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.151368833,0.004607402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,40.05,-105.5833333,P,-3.7,390.0,Grassland,Alpine moist meadow,,,,2.0,,,,,21.0,0–10,5.26,5.15,-0.021134312,-0.11,0.000998628,0.470610662,0.02304666,0.402259243,0.016923299,0.068351419,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.029690675,0.002662254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,40.05,-105.5833333,N_P,-3.7,390.0,Grassland,Alpine moist meadow,,,,10.0,2.0,,,,21.0,0–10,5.26,4.79,-0.093600615,-0.47,0.000640372,0.430742434,0.025167657,0.35722349,0.017024056,0.073518944,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.173078181,0.003070936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,40.05,-105.5833333,N,-3.7,390.0,Grassland,Alpine wet meadow,,,,10.0,,,,,21.0,0–10,4.69,4.57,-0.025919378,-0.12,6.12784e-05,-0.01122192,0.014342345,-0.002688174,0.014561754,-0.008533746,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.041984968,0.005062656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,40.05,-105.5833333,P,-3.7,390.0,Grassland,Alpine wet meadow,,,,2.0,,,,,21.0,0–10,4.69,4.76,0.014815086,0.07,3.58392e-05,0.126976708,0.007651386,0.073724389,0.007494758,0.053252318,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.107875591,0.00464112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,40.05,-105.5833333,N_P,-3.7,390.0,Grassland,Alpine wet meadow,,,,10.0,2.0,,,,21.0,0–10,4.69,4.79,0.021097829,0.1,5.74108e-05,0.2241906,0.004987142,0.190121039,0.008118751,0.034069561,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.036480165,0.003515696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Inner Mongolia,China,43.63333333,116.7,N,0.3,340.0,Grassland,Semi-arid steppe,80.18,17.6,2.2,1.75,,,,,16.0,0–10,6.91135,6.754,-0.023030066,-0.15735,0.002111005,-0.071334582,0.003044865,-0.005993283,0.012065101,-0.017267361,0.004,,,,,,,,,,,-0.097512995,0.004490773,FLFA,-0.060168487,0.000688825,fieldM,Bacteria,Bacteria,Bacteria,,,0.037527754,0.000381093,,,0.005264993,0.000218317,,,,,,,,,,,,,,,,,,,,,,,,
243,,,43.63333333,116.7,N,0.3,340.0,Grassland,Semi-arid steppe,80.18,17.6,2.2,5.25,,,,,16.0,0–10,6.91135,6.37641,-0.080559745,-0.53494,0.000629399,0.007528266,0.011658045,0.060842746,0.018818702,-0.009863476,0.004,,,,,,,,,,,-0.178905378,0.004314887,FLFA,-0.102391908,0.000613069,fieldM,Bacteria,Bacteria,Bacteria,,,-0.017118695,0.000492837,,,-0.01228078,0.000259724,,,,,,,,,,,,,,,,,,,,,,,,
244,,,43.63333333,116.7,N,0.3,340.0,Grassland,Semi-arid steppe,80.18,17.6,2.2,10.5,,,,,16.0,0–10,6.91135,5.91995,-0.154836985,-0.9914,0.001160713,-0.021214202,0.016529131,0.040971841,0.014912527,-0.003514625,0.004,,,,,,,,,,,-0.293403395,0.007594197,FLFA,-0.180861775,0.000564467,fieldM,Bacteria,Bacteria,Bacteria,,,0.002153206,0.000623055,,,-0.026608572,0.000383911,,,,,,,,,,,,,,,,,,,,,,,,
245,,,43.63333333,116.7,N,0.3,340.0,Grassland,Semi-arid steppe,80.18,17.6,2.2,28.0,,,,,16.0,0–10,6.91135,5.02705,-0.318331657,-1.8843,0.002661994,-0.049042085,0.008842972,0.144394983,0.010642959,-0.066433828,0.004,,,,,,,,,,,-0.378926325,0.003016136,FLFA,-0.253401003,0.00094396,fieldM,Bacteria,Bacteria,Bacteria,,,-0.384880278,0.010824337,,,-0.465934031,0.008235861,,,,,,,,,,,,,,,,,,,,,,,,
246,,,43.63333333,116.7,P,0.3,340.0,Grassland,Semi-arid steppe,80.18,17.6,2.2,0.872841336,,,,,16.0,0–10,6.53,6.17,-0.056708105,-0.36,0.001733268,0.05801275,0.005559312,0.026907453,0.003381415,0.031105297,0.004,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.016422125,0.000262478,,,-9.97e-05,9.87919e-06,,,,,,,,,,,,,,,,,,,,,,,,
247,,,43.63333333,116.7,P,0.3,340.0,Grassland,Semi-arid steppe,80.18,17.6,2.2,1.745682672,,,,,16.0,0–10,6.53,6.19,-0.053471857,-0.34,0.00183751,0.046849044,0.010680256,0.151549898,0.077931952,-0.104700854,0.004,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.02741768,0.000190131,,,-0.004973811,3.06454e-05,,,,,,,,,,,,,,,,,,,,,,,,
248,,,43.63333333,116.7,P,0.3,340.0,Grassland,Semi-arid steppe,80.18,17.6,2.2,3.491365345,,,,,16.0,0–10,6.53,6.1,-0.068118172,-0.43,0.001720376,0.016158341,0.01824893,-0.009132484,0.011196725,0.025290824,0.004,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.004609667,0.000178166,,,-0.004007391,1.91867e-05,,,,,,,,,,,,,,,,,,,,,,,,
249,,,43.63333333,116.7,P,0.3,340.0,Grassland,Semi-arid steppe,80.18,17.6,2.2,13.96546138,,,,,16.0,0–10,6.53,5.93,-0.09638273,-0.6,0.002736218,0.043388833,0.011270026,0.0,0.006301653,0.043388833,0.004,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.047963427,0.000579064,,,-0.002316574,5.45437e-05,,,,,,,,,,,,,,,,,,,,,,,,
289,Co. Wexford,Ireland,52.3,-6.5,P,10.4,1037.0,Grassland,Grazed grassland,,,,15.0,,,,,42.0,0–10,5.5,5.9,0.070204259,0.4,0.002491436,0.089178225,0.00988533,0.107630664,0.008730006,-0.018452439,0.021060631,,,,,,,,,,,0.227644684,0.058641414,MBC,,,,Bacteria,Bacteria,Bacteria,-0.038211849,0.013959074,0.047277712,0.002378367,0.122182515,0.00077249,0.0007724,5.83239e-06,,,,,,,,,,,,,,,,,,,,,,,,
290,,,52.3,-6.5,P,10.4,1037.0,Grassland,Grazed grassland,,,,30.0,,,,,42.0,0–10,5.5,5.8,0.053109825,0.3,0.002491436,0.150736118,0.009989365,0.18610228,0.01096608,-0.035366162,0.021060631,,,,,,,,,,,0.280134867,0.074927152,MBC,,,,Bacteria,Bacteria,Bacteria,-0.007478023,0.013959074,0.070304544,0.002316544,0.189711043,0.000740683,0.008336053,5.5721e-06,,,,,,,,,,,,,,,,,,,,,,,,
291,,,52.3,-6.5,P,10.4,1037.0,Grassland,Grazed grassland,,,,15.0,,,,,42.0,0–10,5.5,5.9,0.070204259,0.4,0.002491436,0.089178225,0.00988533,0.107630664,0.008730006,-0.018452439,0.021060631,,,,,,,,,,,0.227644684,0.058641414,MBC,,,,Specialized,Phosphorus mineraliser,Phosphorus mineraliser,0.103358513,0.013959074,0.111432418,0.004071911,0.129759227,0.001236199,0.027829266,1.2442e-05,,,,,,,,,,,,,,,,,,,,,,,,
292,,,52.3,-6.5,P,10.4,1037.0,Grassland,Grazed grassland,,,,30.0,,,,,42.0,0–10,5.5,5.8,0.053109825,0.3,0.002491436,0.150736118,0.009989365,0.18610228,0.01096608,-0.035366162,0.021060631,,,,,,,,,,,0.280134867,0.074927152,MBC,,,,Specialized,Phosphorus mineraliser,Phosphorus mineraliser,0.197027704,0.013959074,0.219600938,0.004250349,0.222340016,0.001140778,0.037583537,1.28009e-05,,,,,,,,,,,,,,,,,,,,,,,,
293,Utah,USA,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2.0,0–1,7.8,7.8,0.0,0.0,2.62985e-05,0.105360516,0.022345679,0.182321557,0.010844444,-0.076961041,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.025491576,0.012255112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2.0,0–1,7.8,7.8,0.0,0.0,4.7666e-05,0.287682072,0.019290123,0.182321557,0.024177778,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.024857876,0.015470393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2.0,0–1,7.8,7.8,0.0,0.0,4.20776e-05,0.105360516,0.022345679,0.0,0.0128,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.029471681,0.023204169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2.0,2–4.5,7.8,7.8,0.0,0.0,4.7666e-05,0.223143551,0.055625,0.0,0.02,0.223143551,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.018998279,0.004962673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2.0,2–4.5,7.8,7.8,0.0,0.0,4.7666e-05,0.117783036,0.027970679,0.0,0.015625,0.117783036,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.058801172,0.004234027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2.0,2–4.5,7.8,7.8,0.0,0.0,4.20776e-05,0.0,0.03125,0.0,0.015625,0.0,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.015696856,0.005010758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2.0,Rhizosphere,8.0,8.0,0.0,0.0,2.5e-05,0.105360516,0.022345679,0.0,0.032,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.051624365,0.004945564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2.0,Rhizosphere,8.0,8.0,0.0,0.0,3.03125e-05,0.0,0.024691358,0.182321557,0.030044444,-0.182321557,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.0378129,0.00944476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2.0,Rhizosphere,8.0,7.9,-0.012578782,-0.1,1.30115e-05,0.0,0.024691358,0.0,0.0512,0.0,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.078471615,0.00804703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2.0,0–1,7.8,7.8,0.0,0.0,2.62985e-05,0.105360516,0.022345679,0.182321557,0.010844444,-0.076961041,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.096391846,0.02824707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2.0,0–1,7.8,7.8,0.0,0.0,4.7666e-05,0.287682072,0.019290123,0.182321557,0.024177778,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.040821995,0.019412574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2.0,0–1,7.8,7.8,0.0,0.0,4.20776e-05,0.105360516,0.022345679,0.0,0.0128,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.101782694,0.021965004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2.0,2–4.5,7.8,7.8,0.0,0.0,4.7666e-05,0.223143551,0.055625,0.0,0.02,0.223143551,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.010000083,0.033216739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2.0,2–4.5,7.8,7.8,0.0,0.0,4.7666e-05,0.117783036,0.027970679,0.0,0.015625,0.117783036,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,-0.078369067,0.055298747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2.0,2–4.5,7.8,7.8,0.0,0.0,4.20776e-05,0.0,0.03125,0.0,0.015625,0.0,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,-0.117155092,0.024990548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.2,,,,,2.0,Rhizosphere,8.0,8.0,0.0,0.0,2.5e-05,0.105360516,0.022345679,0.0,0.032,0.105360516,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.067658648,0.033385031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.5,,,,,2.0,Rhizosphere,8.0,8.0,0.0,0.0,3.03125e-05,0.0,0.024691358,0.182321557,0.030044444,-0.182321557,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,-0.015113638,0.042687759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,38.57258,-109.54978,N,14.4,235.0,Grassland,Semiarid grassland,71.5,15.1,13.4,0.8,,,,,2.0,Rhizosphere,8.0,7.9,-0.012578782,-0.1,1.30115e-05,0.0,0.024691358,0.0,0.0512,0.0,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,-0.127833372,0.02621095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Minnesota,USA,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields A,,,,1.0,,,,,26.0,0–5,7.3,7.1,-0.027779564,-0.2,2.60567e-05,0.061368946,0.008869636,0.050010421,0.009797269,0.0,0.000578231,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.051627474,0.00087975,,,,,-0.00713736,0.000143378,,,,,,,,,,,,,,,,,,,,,,,,
312,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields A,,,,2.0,,,,,26.0,0–5,7.3,7.1,-0.027779564,-0.2,7.8791e-05,0.215519626,0.006928971,0.200670695,0.00679921,0.0,0.000493197,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.053766284,0.000624429,,,,,-0.029090611,0.000170446,,,,,,,,,,,,,,,,,,,,,,,,
313,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields A,,,,3.4,,,,,26.0,0–5,7.3,6.9,-0.056352937,-0.4,8.26798e-05,0.135901998,0.008241415,0.157806991,0.008480255,-0.074107972,0.000444894,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.062436181,0.00112258,,,,,-0.026501791,0.00026806,,,,,,,,,,,,,,,,,,,,,,,,
314,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields A,,,,5.4,,,,,26.0,0–5,7.3,6.8,-0.070951736,-0.5,2.72643e-05,0.157760792,0.007922426,0.186585956,0.007893217,-0.074107972,0.000444894,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.060742162,0.00124063,,,,,-0.032795363,0.000169647,,,,,,,,,,,,,,,,,,,,,,,,
315,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields A,,,,9.5,,,,,26.0,0–5,7.3,6.8,-0.070951736,-0.5,2.72643e-05,0.090696561,0.00666751,0.150480951,0.008074007,-0.074107972,0.000602685,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.156824634,0.006172721,,,,,-0.080593476,0.00219987,,,,,,,,,,,,,,,,,,,,,,,,
316,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields A,,,,17.0,,,,,26.0,0–5,7.3,6.5,-0.116072171,-0.8,9.1562e-05,0.220608696,0.005630078,0.331576266,0.006093603,-0.15415068,0.000448318,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.032977094,0.00060429,,,,,-0.010408154,0.000137918,,,,,,,,,,,,,,,,,,,,,,,,
317,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields A,,,,27.2,,,,,26.0,0–5,7.3,6.0,-0.196114879,-1.3,3.14165e-05,0.130361818,0.010219296,0.31923043,0.009645358,-0.241162057,0.000535363,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.025315812,0.000741938,,,,,-0.001353277,0.000145264,,,,,,,,,,,,,,,,,,,,,,,,
318,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields B,,,,1.0,,,,,26.0,0–5,7.4,7.2,-0.027398974,-0.2,7.66269e-05,0.339215723,0.007923184,0.336472237,0.006054422,0.0,0.000296296,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.035359251,0.002353463,,,,,-0.015614046,0.001934843,,,,,,,,,,,,,,,,,,,,,,,,
