Observation,PublicationShort,Publication1,Publication2,Publication3,Publication4,Publication5,Publication6,NoPublication,Site,Region,Country,Latitude,Longitude,GC,MAT,MAP,Biomes,Biomes_Detail,Sand,Silt,Clay,Magnitude1,Magnitude2,Magnitude3,LUC,LUC_Detail,Duration,Depth,pH_C,pH_T,RR_pH,pH,pH_var,Csoil,Csoil_var,Nsoil,Nsoil_var,CNsoil,CNsoil_var,Nmin,Nmin_var,Nfixation,Nfixation_var,Nitrification,Nitrification_var,Denitrification,Denitrification_var,Meth,Meth_var,MicrobialBiomass,MicrobialBiomass_var,MicrobialBiomass_Detail,Respiration,Respiration_var,Respiration_Detail,MicrobialGroup,MicrobialGroup1,MicrobialGroup_Detail,OTU,OTU_var,Chao,Chao_var,ACE,ACE_var,Shannon,Shannon_var,BG,BG_var,AG,AG_var,NAG,NAG_var,LAP,LAP_var,AP,AP_var,CEL,CEL_var,XYL,XYL_var,PO,PO_var,PER,PER_var,Urease,Urease_var,Invertase, Invertase_var,EnzymeMethod,EnzymeTem
519,,,,,,,,,,,,-34.52,148.3,LUC,24,4000,Grassland,,,,,,,,NEtoAgr,Grassland to agriculture,,0–15,6,6,0,0,0.002491436,-1.011600912,0.024214951,-0.6525619,0.036560381,-0.359039011,0.021060631,,,,,,,,,,,-0.423561906,0.036075605,MBC,,,,Bacteria,Bacteria,"Bacteria, archaea and fungi",,,-0.058198239,0.421488995,,,0.072759354,0.007567518,-0.637433289,0.009716031,,,,,,,-0.304220772,0.009551628,,,,,-0.792429331,0.017678983,-0.15823269,0.040582278,,,,,Microplates,25
520,,,,,,,,,,,,-34.52,148.3,LUC,24,4000,Grassland,,,,,,,,NEtoAgr,Grassland to agriculture,,0–15,6,6.1,0.016529302,0.1,0.002491436,-1.011600912,0.024214951,-0.586603933,0.036560381,-0.424996979,0.021060631,,,,,,,,,,,-0.805904441,0.042394796,MBC,,,,Bacteria,Bacteria,"Bacteria, archaea and fungi",,,0.320699841,0.421852826,,,0.090151097,0.007567518,-0.815903736,0.006645981,,,,,,,-0.446043423,0.004184974,,,,,-1.182373144,0.055706687,-0.049629928,0.027153561,,,,,Microplates,25
521,"Cao et al., 2017","Cao et al. Land-use changes influence soil bacterial communities in a meadow grassland in Northeast China. Solid Earth 8, 1119 (2017).",,,,,,1,Wulanaodu region ,Jilin,China,43.03333333,119.65,LUC,6.3,284.4,Grassland,,,,,,,,NEtoAgr,Native meadow grassland to agriculture,,0–10,8.67,7.95,-0.086696862,-0.72,0.000263788,-0.090448629,0.007959214,-0.203912189,0.002486177,0.113463561,0.021060631,,,,,,,,,,,-1.186157049,0.003384452,MBC,,,,Bacteria,Bacteria,Bacteria,-0.110832244,0.00335008,,,,,0.010852325,0.000177008,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,43.03333333,119.65,LUC,6.3,284.4,Grassland,,,,,,,,NEtoAgr,Native meadow grassland to agriculture,,0–10,8.67,7.85,-0.099355259,-0.82,0.000632299,-0.968640736,0.002309011,-0.540384426,0.00161883,-0.42825631,0.021060631,,,,,,,,,,,-1.424282154,0.00320918,MBC,,,,Bacteria,Bacteria,Bacteria,0.003295041,0.006369738,,,,,0.035622364,0.000177948,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,43.03333333,119.65,LUC,6.3,284.4,Grassland,,,,,,,,NEtoPlant,Native meadow to plantation,,0–10,8.67,7.78,-0.108312453,-0.89,0.000179581,0.08973501,0.000227501,0.240468335,0.000960312,-0.150733325,0.021060631,,,,,,,,,,,0.386255178,0.004756535,MBC,,,,Bacteria,Bacteria,Bacteria,-0.052350005,0.004588204,,,,,0.002564104,0.000229166,,,,,,,,,,,,,,,,,,,,,,,,
524,"Carney et al., 2004","Carney, K. M., Matson, P. A. & Bohannan, B. J. Diversity and composition of tropical soil nitrifiers across a plant diversity gradient and among land‐use types. Ecology Letters 7, 684-694 (2004).",,,,,,1,La Selva Biological Station,,Costa Rica,10.43333333,-83.98333333,LUC,24,4000,Tro/Sub Forest,Tropical forest,,,,,,,NEtoPas,Forest to pasture,,0–10,5.82,5.18,-0.116495205,-0.64,0.000597454,-0.229152856,0.032685566,-0.255273745,0.036560381,0.026120888,0.000239069,,,,,-1.968215907,0.088135993,,,,,-0.474988127,0.003919747,PLFA,,,,Specialized,Nitrifiers,"AOA, AOB",0.305324001,0.00889103,0.610324667,0.01249166,0.579150594,0.014353402,0.187462956,0.006938522,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,10.43333333,-83.98333333,LUC,24,4000,Tro/Sub Forest,Tropical forest,,,,,,,NEtoPlant,Forest to plantation,,0–10,5.82,5.61,-0.036749542,-0.21,0.00059912,-0.386047022,0.022987199,-0.442102118,0.036560381,0.056055096,0.001236018,,,,,-1.301736973,0.027769468,,,,,-0.694416377,0.009205237,PLFA,,,,Specialized,Nitrifiers,"AOA, AOB",0.134078888,0.002551207,0.599879768,0.024642339,0.500146651,0.028012224,0.079249372,0.001893018,,,,,,,,,,,,,,,,,,,,,,,,
526,"Gellie et al., 2017","Gellie, N. J., Mills, J. G., Breed, M. F. & Lowe, A. J. Revegetation rewilds the soil bacterial microbiome of an old field. Molecular Ecology 26, 2895-2904 (2017).",,,,,,1,Mt Lofty Ranges,South Australia,Australia,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPas,Remnant forest to pasture,,0–10,5.17,4.6,-0.116816385,-0.57,0.00152073,-0.171683159,0.007647655,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.033109159,0.000730684,,,,,-0.02879115,0.001308706,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,0–10,5.17,4.53,-0.132150749,-0.64,0.001394456,-0.227162311,0.00519909,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.004631169,0.000605537,,,,,0.006655599,0.000507268,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,0–10,5.17,4.53,-0.132150749,-0.64,0.001394456,0.264008326,0.002657866,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.093808903,0.000629274,,,,,0.039284921,0.000304438,,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,0–10,5.17,4.6,-0.116816385,-0.57,0.001823188,-0.210522992,0.044185871,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.08717638,0.000681002,,,,,0.011618388,0.000505231,,,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,0–10,5.17,4.13,-0.224595282,-1.04,0.001403363,0.104022723,0.004412433,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.064538521,0.00423162,,,,,-0.020236778,0.000905623,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPas,Remnant forest to pasture,,0–10,5.17,4.9,-0.053637483,-0.27,0.007364759,0.132528216,0.005217686,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.038204711,0.001827937,,,,,0.021470684,0.000475437,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPas,Remnant forest to pasture,,0–10,4.5,4.6,0.021978907,0.1,0.000663959,-0.251314428,0.005483734,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.124992872,0.003794408,,,,,-0.030459207,0.001541037,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,0–10,4.5,4.53,0.006644543,0.03,0.000537685,-0.306793581,0.003035169,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.087252544,0.003669261,,,,,0.004987542,0.000739599,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,0–10,4.5,4.53,0.006644543,0.03,0.000537685,0.184377056,0.000493944,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.185692617,0.003692999,,,,,0.037616864,0.000536769,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,0–10,4.5,4.6,0.021978907,0.1,0.000966417,-0.290154262,0.042021949,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.179060093,0.003744727,,,,,0.009950331,0.000737562,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,0–10,4.5,4.13,-0.08579999,-0.37,0.000546592,0.024391453,0.002248511,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.156422235,0.007295345,,,,,-0.021904835,0.001137953,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPas,Remnant forest to pasture,,0–10,4.5,4.9,0.085157808,0.4,0.006507988,0.052896946,0.003053764,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.130088425,0.004891662,,,,,0.019802627,0.000707768,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPas,Remnant forest to pasture,,20–30,4.83,4.73,-0.020921265,-0.1,0.00289604,-0.314710745,0.089679884,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.125712745,0.000892733,,,,,0.05552309,0.000527677,,,,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,20–30,4.83,4.57,-0.055333263,-0.26,0.002062733,-0.371063681,0.063191955,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.108160331,0.002264143,,,,,0.05552309,0.000600001,,,,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,20–30,4.83,4.57,-0.055333263,-0.26,0.002062733,0.014888612,0.118516734,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.127085428,0.004500196,,,,,0.028987537,0.002060001,,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,20–30,4.83,4.6,-0.048790164,-0.23,0.003256144,-0.527632742,0.053187274,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.147452731,0.003086238,,,,,0.079776502,0.000590488,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,20–30,4.83,4.4,-0.093241927,-0.43,0.001891186,-0.015113638,0.069004512,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.111881265,0.002897414,,,,,0.065295155,0.000442006,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPas,Remnant forest to pasture,,20–30,4.83,4.83,0,0,0.003780718,0.044016885,0.124693228,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.13119221,0.002484781,,,,,0.070145609,0.00059421,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPas,Remnant forest to pasture,,20–30,4.47,4.73,0.056536794,0.26,0.003653209,-0.484453519,0.100872177,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.202300024,0.006079938,,,,,0.034974422,0.000474262,,,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,20–30,4.47,4.57,0.022124796,0.1,0.002819902,-0.540806456,0.074384248,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.18474761,0.007451348,,,,,0.034974422,0.000546586,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,20–30,4.47,4.57,0.022124796,0.1,0.002819902,-0.154854162,0.129709027,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.203672708,0.009687401,,,,,0.008438869,0.002006586,,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,20–30,4.47,4.6,0.028667895,0.13,0.004013313,-0.697375517,0.064379567,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.22404001,0.008273443,,,,,0.059227834,0.000537073,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPlant,Remnant forest to plantation,,20–30,4.47,4.4,-0.015783868,-0.07,0.002648355,-0.184856412,0.080196805,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.188468545,0.008084619,,,,,0.044746487,0.000388591,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,-35.07,138.42,LUC,14,763.6,Tem/Bor Forest,Eucalypt woodland,,,,,,,NEtoPas,Remnant forest to pasture,,20–30,4.47,4.83,0.077458059,0.36,0.004537888,-0.125725889,0.135885521,,,,,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.207779489,0.007671986,,,,,0.049596941,0.000540795,,,,,,,,,,,,,,,,,,,,,,,,
550,"Jangid et al., 2010","Jangid et al. Development of soil microbial communities during tallgrass prairie restoration. Soil Biology and Biochemistry 42, 302-312 (2010).",,,,,,1,Konza Prairie Biological Station,Kansas,USA,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.3,7.5,0.174353387,1.2,7.26967E-05,-0.30538165,0.001348531,-0.265703166,0.002111601,-0.039678484,0.021060631,-1.429466533,0.00699409,,,,,,,,,0.019856248,0.001323256,MBC,-0.055194879,0.003340353,lab,Bacteria,Bacteria,Bacteria,-0.069619634,0.013959074,-0.184818437,0.037690225,,,-0.035026622,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.3,5.7,-0.100083459,-0.6,0.000116033,-0.804372816,0.005536971,-0.628608659,0.002783565,-0.175764156,0.021060631,-1.623622547,0.009183201,,,,,,,,,-0.803890332,0.006244259,MBC,-0.508441832,0.002256622,lab,Bacteria,Bacteria,Bacteria,-0.066489741,0.013959074,-0.151383661,0.038634774,,,-0.020128767,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.3,6.8,0.076372979,0.5,0.001815629,-0.341749294,0.001380608,-0.356674944,0.002237339,0.01492565,0.021060631,-0.895384047,0.016649208,,,,,,,,,-0.156584511,0.003966931,MBC,-0.102976724,0.002376183,lab,Bacteria,Bacteria,Bacteria,-0.005865119,0.013959074,0.415665059,0.050695983,,,-0.031281299,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.2,7.5,0.190353728,1.3,0.00040612,-0.331357136,0.005904022,-0.196710294,0.0023308,-0.134646842,0.021060631,-0.973449146,0.03243254,,,,,,,,,-0.107502991,0.001022798,MBC,-0.286420243,0.002654889,lab,Bacteria,Bacteria,Bacteria,0.041606001,0.013959074,0.05551271,0.037194255,,,0.001877935,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.2,5.7,-0.084083117,-0.5,0.000449457,-0.830348302,0.010092462,-0.559615788,0.003002764,-0.270732514,0.021060631,-1.16760516,0.034621651,,,,,,,,,-0.931249572,0.0059438,MBC,-0.739667196,0.001571158,lab,Bacteria,Bacteria,Bacteria,0.044735894,0.013959074,0.088947486,0.038138805,,,0.01677579,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.2,6.8,0.09237332,0.6,0.002149052,-0.36772478,0.005936099,-0.287682072,0.002456538,-0.080042708,0.021060631,-0.43936666,0.042087658,,,,,,,,,-0.28394375,0.003666472,MBC,-0.334202088,0.001690718,lab,Bacteria,Bacteria,Bacteria,0.105360516,0.013959074,0.655996206,0.050200013,,,0.005623258,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.1,7.5,0.206614249,1.4,0.000865494,-0.194156014,0.000436704,-0.16034265,0.001087367,-0.033813364,0.021060631,-1.597603455,0.019919733,,,,,,,,,0.174310833,0.001243949,MBC,0.019096697,0.001327766,lab,Bacteria,Bacteria,Bacteria,0.018987912,0.013959074,-0.014888612,0.038659593,,,-0.018587896,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.1,5.7,-0.067822596,-0.4,0.000908831,-0.693147181,0.004625144,-0.523248144,0.001759331,-0.169899037,0.021060631,-1.791759469,0.022108844,,,,,,,,,-0.649435747,0.006164952,MBC,-0.434150256,0.000244035,lab,Bacteria,Bacteria,Bacteria,0.022117805,0.013959074,0.018546164,0.039604143,,,-0.003690041,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.1,6.8,0.108633841,0.7,0.002608426,-0.230523659,0.000468781,-0.251314428,0.001213105,0.02079077,0.021060631,-1.063520969,0.02957485,,,,,,,,,-0.002129926,0.003887623,MBC,-0.028685148,0.000363596,lab,Bacteria,Bacteria,Bacteria,0.082742427,0.013959074,0.585594883,0.051665351,,,-0.014842573,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoAgr,Native tallgrass prairie to agriculture,,1–10,6.3,6,-0.048790164,-0.3,0.00010603,-0.747214402,0.001952168,-0.628608659,0.002783565,-0.118605742,0.021060631,-0.861482495,0.005713813,,,,,,,,,-1.078756041,0.007577777,MBC,-1.601119386,0.005440555,lab,Bacteria,Bacteria,Bacteria,-0.050985555,0.013959074,0.064382649,0.042971918,,,-0.021978907,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoAgr,Native tallgrass prairie to agriculture,,1–10,6.2,6,-0.032789823,-0.2,0.000439454,-0.773189888,0.006507658,-0.559615788,0.003002764,-0.2135741,0.021060631,-0.405465108,0.031152263,,,,,,,,,-1.20611528,0.007277318,MBC,-1.832344749,0.004755091,lab,Bacteria,Bacteria,Bacteria,0.06024008,0.013959074,0.304713796,0.042475949,,,0.01492565,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,39.08333333,-96.58333333,LUC,13,830,Grassland,Tallgrass prairie,5.9,66,28.1,,,,NEtoAgr,Native tallgrass prairie to agriculture,,1–10,6.1,6,-0.016529302,-0.1,0.000898827,-0.635988767,0.001040341,-0.523248144,0.001759331,-0.112740623,0.021060631,-1.029619417,0.018639456,,,,,,,,,-0.924301456,0.00749847,MBC,-1.526827809,0.003427968,lab,Bacteria,Bacteria,Bacteria,0.037621992,0.013959074,0.234312473,0.043941287,,,-0.00554018,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
562,"Jangid et al., 2008","Jangid et al. Relative impacts of land-use, management intensity and fertilization upon soil microbial community structure in agricultural systems. Soil Biology and Biochemistry 40, 2843-2853 (2008).",,,,,,1,Natural Resource Conservation Center,Georgia,USA,33.9,-83.4,LUC,16.5,1250,Tem/Bor Forest,Protected since the 1860s,72,13,15,,,,NEtoAgr,Forest to agriculture,,1–10,5,4.7,-0.061875404,-0.3,0.000736925,0,0.009837963,0.405465108,0.013374486,-0.405465108,0.021060631,-0.475423697,0.263751822,,,,,,,,,-0.030771659,0.007682381,MBC,0.157003749,0.003268772,lab,Bacteria,Bacteria,Bacteria,-0.027028672,0.013959074,-0.601615753,0.041393442,,,0.086097217,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,33.9,-83.4,LUC,16.5,1250,Tem/Bor Forest,Protected since the 1860s,72,13,15,,,,NEtoAgr,Forest to agriculture,,1–10,5,5.7,0.131028262,0.7,0.000235929,0.15415068,0.015884826,0.773189888,0.017148806,-0.619039208,0.021060631,0.150282203,0.141870855,,,,,,,,,0.330683508,0.006511308,MBC,0.607952334,0.003715951,lab,Bacteria,Bacteria,Bacteria,0.339641811,0.013959074,0.067752236,0.042998167,,,0.176456437,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,33.9,-83.4,LUC,16.5,1250,Tem/Bor Forest,Protected since the 1860s,72,13,15,,,,NEtoPas,Forest to pasture,,1–10,5,5.3,0.058268908,0.3,0.000252,0.348306694,0.001732106,0.84729786,0.01606198,-0.498991166,0.021060631,0.280902385,0.151493671,,,,,,,,,0.158470341,0.008684149,MBC,0.39877612,0.002694962,lab,Bacteria,Bacteria,Bacteria,0.333292584,0.013959074,0.263793857,0.047908751,,,0.178292985,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,33.9,-83.4,LUC,16.5,1250,Tem/Bor Forest,Protected since the 1860s,72,13,15,,,,NEtoPas,Forest to pasture,,1–10,5,5.7,0.131028262,0.7,0.000235929,0.459532329,0.004272148,0.84729786,0.01606198,-0.387765531,0.021060631,0.866418902,0.19000731,,,,,,,,,0.220311261,0.006948317,MBC,0.688134639,0.008876406,lab,Bacteria,Bacteria,Bacteria,0.39803013,0.013959074,0.323513092,0.047059009,,,0.20007243,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,33.9,-83.4,LUC,16.5,1250,Tem/Bor Forest,Protected since the 1860s,72,13,15,,,,NEtoPas,Forest to pasture,,1–10,5,5.3,0.058268908,0.3,0.001201329,0.459532329,0.01535248,0.916290732,0.022592593,-0.456758402,0.021060631,0.280902385,0.151493671,,,,,,,,,0.1198012,0.006416251,MBC,0.326902786,0.005859731,lab,Bacteria,Bacteria,Bacteria,0.207917104,0.013959074,0.073085582,0.049711584,,,0.140905453,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,33.9,-83.4,LUC,16.5,1250,Tem/Bor Forest,Protected since the 1860s,72,13,15,,,,NEtoPas,Forest to pasture,,1–10,5,5.9,0.165514438,0.9,0.00166546,0.606135804,0.083912037,1.041453875,0.083077022,-0.435318071,0.021060631,0.75852994,0.253264433,,,,,,,,,0.339354083,0.024217724,MBC,0.634811604,0.036804869,lab,Bacteria,Bacteria,Bacteria,0.430338373,0.013959074,0.329705062,0.044752871,,,0.205443974,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
568,"Jangid et al., 2011","Jangid et al. Land-use history has a stronger impact on soil microbial community composition than aboveground vegetation and soil properties. Soil Biology and Biochemistry 43, 2184-2193 (2011).",,,,,,1,Kellogg Biological Station,Michigan,USA,42.4,-85.4,LUC,9.7,890,Tem/Bor Forest,Native deciduous forest,61,11,28,,,,NEtoAgr,Native deciduous forest to agriculture,,1–10,5.5,5.4,-0.018349139,-0.1,0.000898019,-1.098612289,0.010416667,-0.635988767,0.008728836,-0.462623522,0.021060631,-0.817444897,0.004751536,,,,,,,,,-0.985004624,0.013284644,MBC,-1.00144854,0.007480031,lab,Bacteria,Bacteria,Bacteria,0.017647517,0.013959074,0.127141595,0.038796092,,,-0.003610112,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,42.4,-85.4,LUC,9.7,890,Tem/Bor Forest,Native deciduous forest,61,11,28,,,,NEtoAgr,Native deciduous forest to agriculture,,1–10,5.5,5.5,0,0,0.000550964,-0.875468737,0.035208333,-0.435318071,0.029406999,-0.440150666,0.021060631,-0.515164025,0.013680049,,,,,,,,,-0.626657439,0.009014766,MBC,-0.763037517,0.013193733,lab,Bacteria,Bacteria,Bacteria,0.034988992,0.013959074,0.206444384,0.040131629,,,0,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,42.4,-85.4,LUC,9.7,890,Tem/Bor Forest,Native deciduous forest,61,11,28,,,,NEtoSec,Native deciduous forest to succession grassland since 1989,,1–10,5.5,6.1,0.103540679,0.6,0.000441667,-0.538996501,0.006909014,-0.268263987,0.006585997,-0.270732514,0.021060631,-0.300754154,0.01837191,,,,,,,,,-0.083041993,0.003300402,MBC,0.109902774,0.004527961,lab,Bacteria,Bacteria,Bacteria,0.02924185,0.013959074,0.108540169,0.038551043,,,0,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
